No.,Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
15259,115259,Arts,Freshman,3.046,3.6,Ideation,Advanced,3,FALSE,7.2,3,Allowed_With_Citation,2,3.085,92.88,Low
15260,115260,Business,Senior,3.026,2.11,Summarizing_Reading,Beginner,3,FALSE,8.69,4,Actively_Encouraged,5,3.16,65.85,Medium
15261,115261,Business,Senior,3.092,5.63,Direct_Answer_Generation,Intermediate,1,FALSE,10.98,3,Actively_Encouraged,6,3.463,75.78,High
15262,115262,Arts,Senior,2.535,1.93,Ideation,Intermediate,2,TRUE,8.56,1,Allowed_With_Citation,4,2.77,61.49,Medium
15263,115263,Business,Sophomore,3.081,0.32,Summarizing_Reading,Advanced,3,FALSE,10.95,1,Allowed_With_Citation,3,3.114,64.51,Low
15264,115264,Humanities,Graduate,2.951,0.74,Ideation,Beginner,1,TRUE,9.17,3,Allowed_With_Citation,3,3.214,77.04,Low
15265,115265,Business,Sophomore,2.587,1.84,Summarizing_Reading,Intermediate,2,TRUE,19.33,3,Allowed_With_Citation,3,2.708,84.22,Low
15266,115266,STEM,Sophomore,2.831,2.27,Ideation,Intermediate,4,FALSE,19.69,3,Allowed_With_Citation,5,3.14,65.13,Medium
15267,115267,STEM,Graduate,2.518,1.73,Debugging/Troubleshooting,Advanced,5,FALSE,12.46,4,Strict_Ban,4,3.092,78.1,Medium
15268,115268,Business,Graduate,3.395,0.77,Direct_Answer_Generation,Beginner,3,TRUE,13.48,1,Allowed_With_Citation,4,3.732,60.63,Medium
15269,115269,STEM,Junior,3.598,23.49,Debugging/Troubleshooting,Advanced,5,TRUE,13.76,5,Allowed_With_Citation,5,4,95.13,Medium
15270,115270,STEM,Freshman,3.154,3.09,Copywriting/Drafting,Advanced,5,FALSE,13.46,4,Allowed_With_Citation,4,3.302,67.29,Low
15271,115271,STEM,Sophomore,3.353,0.84,Copywriting/Drafting,Beginner,2,TRUE,6.65,4,Actively_Encouraged,5,3.436,64.93,Medium
15272,115272,Business,Junior,2.689,15.5,Debugging/Troubleshooting,Beginner,3,FALSE,9.67,5,Actively_Encouraged,4,2.892,70.71,Low
15273,115273,Humanities,Senior,2.944,2.89,Copywriting/Drafting,Beginner,3,TRUE,15.44,4,Allowed_With_Citation,10,3.232,74.23,Medium
15274,115274,Arts,Freshman,2.796,5.44,Copywriting/Drafting,Advanced,3,FALSE,10.68,3,Actively_Encouraged,5,3.163,96.18,Low
15275,115275,Humanities,Senior,3.076,3.72,Copywriting/Drafting,Intermediate,3,FALSE,12.18,1,Actively_Encouraged,1,3.226,95.65,Medium
15276,115276,Humanities,Freshman,3.718,5.7,Summarizing_Reading,Beginner,1,FALSE,14.85,4,Allowed_With_Citation,5,3.962,70.54,Low
15277,115277,Humanities,Senior,2.647,0.37,Ideation,Beginner,2,TRUE,14.93,2,Strict_Ban,3,2.856,68.27,Medium
15278,115278,Business,Junior,3.51,1.62,Ideation,Intermediate,2,TRUE,6.87,5,Actively_Encouraged,6,3.451,89.95,Low
15279,115279,Humanities,Graduate,1.825,11.11,Ideation,Intermediate,2,FALSE,16.65,5,Allowed_With_Citation,5,2.163,72.22,High
15280,115280,Medical,Senior,3.476,0.66,Summarizing_Reading,Advanced,4,TRUE,21.9,2,Allowed_With_Citation,1,3.8,96.68,Low
15281,115281,Medical,Junior,3.421,0.38,Copywriting/Drafting,Intermediate,5,FALSE,13.07,3,Strict_Ban,5,3.684,73.19,Low
15282,115282,Arts,Freshman,3.544,5.45,Copywriting/Drafting,Intermediate,2,TRUE,1,4,Allowed_With_Citation,5,3.507,83.68,High
15283,115283,Medical,Junior,2.727,0.58,Direct_Answer_Generation,Intermediate,5,FALSE,15.49,2,Strict_Ban,1,2.817,78.88,Low
15284,115284,Humanities,Freshman,3.36,4.59,Copywriting/Drafting,Beginner,3,FALSE,9.66,3,Actively_Encouraged,3,3.488,71.3,Medium
15285,115285,Business,Graduate,2.723,0.67,Debugging/Troubleshooting,Advanced,4,FALSE,14.35,4,Allowed_With_Citation,4,3.122,85.77,Low
15286,115286,Business,Sophomore,3.779,20.36,Debugging/Troubleshooting,Advanced,4,TRUE,7.33,4,Actively_Encouraged,1,4,94.61,Medium
15287,115287,Business,Graduate,3.578,2.21,Ideation,Beginner,1,FALSE,14.43,4,Allowed_With_Citation,5,4,90.65,Medium
15288,115288,Medical,Sophomore,3.767,9.36,Ideation,Beginner,1,FALSE,12,4,Actively_Encouraged,4,4,68.12,Medium
15289,115289,Business,Sophomore,3.858,4.63,Ideation,Beginner,2,FALSE,8.28,3,Allowed_With_Citation,1,4,68.27,Low
15290,115290,Medical,Sophomore,3.747,8.78,Debugging/Troubleshooting,Advanced,4,TRUE,14.66,5,Strict_Ban,8,4,97.01,Medium
15291,115291,Humanities,Senior,3.706,13.84,Copywriting/Drafting,Intermediate,3,FALSE,13.92,4,Actively_Encouraged,3,3.914,100,Medium
15292,115292,Arts,Junior,2.881,4.01,Copywriting/Drafting,Beginner,1,FALSE,21.67,2,Actively_Encouraged,3,3.264,76.28,Medium
15293,115293,Business,Freshman,2.952,2.56,Ideation,Beginner,2,FALSE,7.35,1,Strict_Ban,5,3.035,66.89,Low
15294,115294,Business,Freshman,3.774,9.07,Summarizing_Reading,Intermediate,3,TRUE,2.58,5,Strict_Ban,5,3.698,90.07,Medium
15295,115295,Humanities,Sophomore,3.543,3.4,Copywriting/Drafting,Beginner,2,FALSE,2.82,1,Actively_Encouraged,2,3.607,67.34,Medium
15296,115296,Arts,Sophomore,2.351,6.62,Direct_Answer_Generation,Beginner,2,TRUE,10.72,5,Actively_Encouraged,5,2.259,65.29,Low
15297,115297,Medical,Graduate,3.865,4.86,Summarizing_Reading,Beginner,1,FALSE,2.89,3,Allowed_With_Citation,1,3.957,62.4,Low
15298,115298,STEM,Junior,3.118,9.6,Ideation,Intermediate,5,FALSE,18.71,6,Actively_Encouraged,7,3.611,75.02,Medium
15299,115299,Business,Freshman,3.584,1.25,Direct_Answer_Generation,Beginner,1,FALSE,4.74,4,Actively_Encouraged,7,3.728,74.18,Medium
15300,115300,Humanities,Freshman,2.885,0.1,Copywriting/Drafting,Intermediate,2,FALSE,7.87,3,Actively_Encouraged,2,2.744,64.99,Low
15301,115301,Medical,Freshman,3.554,14.27,Direct_Answer_Generation,Beginner,3,TRUE,16.56,5,Actively_Encouraged,4,4,78.09,Low
15302,115302,Humanities,Senior,2.501,17.52,Copywriting/Drafting,Beginner,2,FALSE,15.27,6,Strict_Ban,9,2.814,60.03,High
15303,115303,STEM,Senior,3.871,3.78,Copywriting/Drafting,Intermediate,3,TRUE,14.15,3,Strict_Ban,6,4,82.73,Low
15304,115304,Humanities,Senior,3.277,6.32,Copywriting/Drafting,Intermediate,2,TRUE,8.27,4,Strict_Ban,5,3.232,69.38,Medium
15305,115305,Business,Senior,3.706,3.45,Direct_Answer_Generation,Intermediate,2,TRUE,10.42,4,Actively_Encouraged,4,3.797,78.26,Medium
15306,115306,STEM,Sophomore,3.19,3.63,Debugging/Troubleshooting,Advanced,4,TRUE,14.52,1,Actively_Encouraged,4,3.653,100,Medium
15307,115307,Business,Graduate,3.283,7.91,Direct_Answer_Generation,Intermediate,2,FALSE,13.81,5,Actively_Encouraged,7,3.541,63.75,Low
15308,115308,Medical,Freshman,2.718,8.81,Copywriting/Drafting,Advanced,3,TRUE,7.84,2,Allowed_With_Citation,3,2.79,70.37,Low
15309,115309,Arts,Senior,3.781,34.43,Summarizing_Reading,Intermediate,5,FALSE,9.47,7,Allowed_With_Citation,10,4,75.15,High
15310,115310,STEM,Freshman,2.757,4.93,Debugging/Troubleshooting,Intermediate,2,FALSE,9.59,2,Allowed_With_Citation,5,2.97,80.46,Medium
15311,115311,Medical,Sophomore,3.685,6.87,Debugging/Troubleshooting,Advanced,3,FALSE,13.54,4,Strict_Ban,2,4,85.08,Medium
15312,115312,Business,Junior,3.214,7.83,Ideation,Beginner,1,FALSE,14.81,5,Actively_Encouraged,6,3.328,76.53,Low
15313,115313,STEM,Freshman,3.4,8.57,Ideation,Advanced,5,FALSE,14.56,1,Actively_Encouraged,3,3.644,100,Low
15314,115314,STEM,Sophomore,2.331,7.48,Debugging/Troubleshooting,Advanced,4,TRUE,18.1,2,Actively_Encouraged,2,2.652,94.6,Medium
15315,115315,STEM,Sophomore,3.167,27.55,Debugging/Troubleshooting,Intermediate,4,FALSE,8.9,6,Actively_Encouraged,5,3.365,69.82,High
15316,115316,Arts,Senior,3.984,3.97,Direct_Answer_Generation,Intermediate,1,TRUE,5,2,Actively_Encouraged,4,4,85.79,Low
15317,115317,STEM,Senior,3.408,10.37,Debugging/Troubleshooting,Intermediate,3,TRUE,11.23,2,Strict_Ban,2,3.765,79.81,Medium
15318,115318,STEM,Freshman,3.538,0.72,Ideation,Advanced,5,FALSE,17.78,1,Strict_Ban,4,3.673,74.13,Medium
15319,115319,Arts,Freshman,3.012,0.65,Direct_Answer_Generation,Advanced,4,FALSE,12.87,4,Allowed_With_Citation,3,3.213,74.05,Low
15320,115320,Business,Senior,3.161,13.52,Debugging/Troubleshooting,Advanced,3,FALSE,11.93,2,Strict_Ban,7,3.607,89.69,Medium
15321,115321,Arts,Junior,3.825,2.29,Copywriting/Drafting,Intermediate,3,FALSE,15.39,3,Strict_Ban,3,3.878,73.53,Low
15322,115322,Business,Junior,2.546,2.87,Debugging/Troubleshooting,Beginner,2,FALSE,18.37,3,Allowed_With_Citation,5,3.16,65.48,Low
15323,115323,STEM,Graduate,3.355,0.22,Summarizing_Reading,Beginner,1,TRUE,10.98,3,Strict_Ban,2,3.776,72.92,Low
15324,115324,Medical,Junior,3.858,1.59,Ideation,Advanced,5,FALSE,10.81,4,Strict_Ban,4,4,72.75,Medium
15325,115325,STEM,Freshman,3.005,0.19,Debugging/Troubleshooting,Intermediate,3,TRUE,9.31,3,Strict_Ban,6,3.136,98.37,Low
15326,115326,Business,Senior,3.564,9.46,Copywriting/Drafting,Beginner,1,FALSE,5.38,5,Strict_Ban,4,3.426,72.36,Medium
15327,115327,Business,Senior,2.818,0.41,Ideation,Intermediate,3,FALSE,5.03,1,Allowed_With_Citation,2,2.946,79.78,Medium
15328,115328,STEM,Junior,3.161,9.93,Copywriting/Drafting,Advanced,5,TRUE,11.11,4,Actively_Encouraged,7,3.605,63.4,Medium
15329,115329,Medical,Senior,3.042,16.88,Summarizing_Reading,Beginner,1,TRUE,9.01,2,Strict_Ban,9,3.218,85.78,High
15330,115330,Humanities,Junior,2.573,1.5,Copywriting/Drafting,Advanced,5,TRUE,13.95,1,Actively_Encouraged,3,2.899,72.89,Medium
15331,115331,STEM,Sophomore,2.439,0.09,Debugging/Troubleshooting,Intermediate,3,FALSE,11.27,2,Allowed_With_Citation,8,2.48,78.38,Low
15332,115332,Medical,Freshman,3.715,5.24,Direct_Answer_Generation,Beginner,2,TRUE,17.28,4,Allowed_With_Citation,7,3.924,70.3,Low
15333,115333,Business,Freshman,2.65,2.48,Summarizing_Reading,Beginner,2,FALSE,14.97,2,Allowed_With_Citation,9,2.626,92.18,Low
15334,115334,Business,Junior,3.423,6.88,Ideation,Advanced,3,FALSE,16.65,5,Allowed_With_Citation,2,3.67,87.69,Medium
15335,115335,Business,Sophomore,3.434,22.53,Ideation,Intermediate,2,TRUE,15.77,5,Allowed_With_Citation,4,3.676,77.09,High
15336,115336,Arts,Senior,2.763,3.93,Debugging/Troubleshooting,Beginner,2,FALSE,15.09,3,Allowed_With_Citation,6,2.977,62.14,Medium
15337,115337,STEM,Freshman,2.338,8.6,Debugging/Troubleshooting,Intermediate,1,FALSE,13.64,4,Allowed_With_Citation,4,2.522,77.67,High
15338,115338,STEM,Freshman,3.403,3.86,Debugging/Troubleshooting,Advanced,4,FALSE,22.96,3,Strict_Ban,6,3.965,100,Medium
15339,115339,Humanities,Freshman,3.757,9.33,Copywriting/Drafting,Intermediate,4,TRUE,11.1,5,Allowed_With_Citation,10,4,69.2,High
15340,115340,STEM,Senior,3.586,2.32,Debugging/Troubleshooting,Beginner,1,TRUE,19.28,1,Strict_Ban,2,3.867,90.79,Medium
15341,115341,Business,Junior,3.338,1.41,Summarizing_Reading,Intermediate,3,FALSE,12.83,3,Actively_Encouraged,8,3.71,72.06,Medium
15342,115342,Humanities,Junior,3.362,2.78,Summarizing_Reading,Beginner,1,TRUE,3.96,3,Strict_Ban,7,3.428,68.09,Low
15343,115343,STEM,Freshman,3.794,4.42,Debugging/Troubleshooting,Beginner,2,TRUE,17.97,4,Strict_Ban,5,4,64.96,Medium
15344,115344,STEM,Junior,2.282,4.71,Summarizing_Reading,Advanced,3,FALSE,6.12,1,Actively_Encouraged,1,2.429,88.49,Low
15345,115345,Business,Senior,3.62,2.5,Ideation,Intermediate,3,TRUE,4.67,3,Allowed_With_Citation,4,3.892,68.71,Medium
15346,115346,Arts,Senior,3.681,1.73,Copywriting/Drafting,Beginner,3,FALSE,10.91,2,Strict_Ban,4,3.99,58.29,Medium
15347,115347,Humanities,Junior,3.665,2.9,Direct_Answer_Generation,Intermediate,5,FALSE,13.65,2,Strict_Ban,4,3.741,76.47,Low
15348,115348,Business,Freshman,2.649,25.44,Copywriting/Drafting,Beginner,1,TRUE,4.69,8,Actively_Encouraged,6,2.946,40.5,Medium
15349,115349,STEM,Graduate,2.007,0.47,Direct_Answer_Generation,Intermediate,5,FALSE,15.08,4,Allowed_With_Citation,5,2.416,67.43,Low
15350,115350,Business,Junior,3.078,12.84,Ideation,Advanced,4,FALSE,8.8,6,Actively_Encouraged,6,3.528,79.98,Medium
15351,115351,STEM,Graduate,2.02,2.34,Direct_Answer_Generation,Intermediate,3,TRUE,6.65,3,Allowed_With_Citation,6,2.173,99.01,Medium
15352,115352,Humanities,Junior,3.079,0.67,Copywriting/Drafting,Intermediate,5,FALSE,16.46,3,Actively_Encouraged,1,3.328,82.39,Medium
15353,115353,Business,Sophomore,2.577,1.73,Ideation,Intermediate,2,FALSE,23.79,3,Strict_Ban,6,2.945,79.96,Low
15354,115354,Medical,Sophomore,2.078,6.81,Debugging/Troubleshooting,Beginner,2,FALSE,15.8,1,Allowed_With_Citation,1,2.459,80.99,Low
15355,115355,Humanities,Sophomore,3.623,0.73,Summarizing_Reading,Beginner,3,TRUE,18.55,1,Allowed_With_Citation,1,3.793,73.05,Medium
15356,115356,Arts,Junior,3.244,0.14,Copywriting/Drafting,Beginner,3,TRUE,15.72,2,Allowed_With_Citation,1,3.76,64.66,Low
15357,115357,Business,Senior,3.087,3.11,Ideation,Beginner,2,FALSE,12.95,1,Allowed_With_Citation,2,3.4,73.33,Medium
15358,115358,Medical,Sophomore,3.304,3.85,Copywriting/Drafting,Beginner,3,TRUE,7.89,3,Allowed_With_Citation,4,3.744,48.98,Medium
15359,115359,Humanities,Freshman,2.261,2.43,Debugging/Troubleshooting,Intermediate,2,TRUE,6.76,1,Allowed_With_Citation,4,2.279,71.56,Medium
15360,115360,Humanities,Freshman,2.697,7.22,Summarizing_Reading,Intermediate,3,FALSE,8.64,2,Allowed_With_Citation,6,2.633,51.1,Medium
15361,115361,Medical,Graduate,3.367,11.07,Direct_Answer_Generation,Advanced,3,FALSE,9.88,2,Strict_Ban,8,3.375,93.8,High
15362,115362,STEM,Freshman,3.261,20.26,Debugging/Troubleshooting,Intermediate,5,FALSE,13.94,6,Allowed_With_Citation,2,3.467,98.42,High
15363,115363,STEM,Sophomore,3.504,15.52,Ideation,Intermediate,1,FALSE,12.35,4,Allowed_With_Citation,5,3.604,67.2,High
15364,115364,STEM,Junior,3.41,5.91,Debugging/Troubleshooting,Intermediate,1,FALSE,14.36,3,Strict_Ban,4,3.825,76.82,Medium
15365,115365,Arts,Junior,3.689,22.75,Copywriting/Drafting,Intermediate,3,TRUE,6.45,6,Allowed_With_Citation,8,3.818,77.85,High
15366,115366,STEM,Graduate,2.39,40,Direct_Answer_Generation,Advanced,3,FALSE,11.46,8,Strict_Ban,10,1.822,37.54,High
15367,115367,Arts,Freshman,3.478,6.57,Copywriting/Drafting,Beginner,2,FALSE,7.94,2,Allowed_With_Citation,6,3.671,53.6,Low
15368,115368,Humanities,Freshman,3.822,4.31,Ideation,Intermediate,4,FALSE,9.64,1,Allowed_With_Citation,1,4,68.72,Low
15369,115369,STEM,Sophomore,2.729,1.9,Debugging/Troubleshooting,Intermediate,2,FALSE,12.65,4,Strict_Ban,5,2.926,98.67,Low
15370,115370,Humanities,Sophomore,3.291,1,Copywriting/Drafting,Advanced,5,FALSE,16.49,2,Allowed_With_Citation,5,3.584,86.66,Low
15371,115371,STEM,Sophomore,1.833,0.98,Debugging/Troubleshooting,Beginner,2,TRUE,18.07,2,Allowed_With_Citation,3,2.084,64.64,Low
15372,115372,Business,Sophomore,3.609,1.03,Copywriting/Drafting,Beginner,2,FALSE,12.09,1,Strict_Ban,3,3.868,55.75,Medium
15373,115373,Business,Graduate,3.806,4.36,Direct_Answer_Generation,Intermediate,2,TRUE,15.42,3,Allowed_With_Citation,1,3.962,78.97,Low
15374,115374,Humanities,Senior,2.57,4.04,Copywriting/Drafting,Beginner,2,TRUE,5.82,2,Actively_Encouraged,8,2.62,75.37,Low
15375,115375,STEM,Senior,3.815,8.25,Debugging/Troubleshooting,Beginner,3,FALSE,15.61,2,Allowed_With_Citation,3,4,71.87,Low
15376,115376,Business,Senior,3.691,9.3,Debugging/Troubleshooting,Advanced,3,FALSE,13.26,4,Actively_Encouraged,7,4,78.72,Medium
15377,115377,Arts,Freshman,3.217,4.24,Debugging/Troubleshooting,Beginner,2,TRUE,8.77,4,Actively_Encouraged,5,3.226,52.93,Medium
15378,115378,Business,Freshman,2.945,6.61,Debugging/Troubleshooting,Intermediate,3,FALSE,11.14,6,Actively_Encouraged,2,3.049,49.95,High
15379,115379,Arts,Senior,3.58,1.31,Ideation,Advanced,5,FALSE,8.17,3,Actively_Encouraged,3,3.7,79.31,Medium
15380,115380,STEM,Junior,2.608,6.3,Debugging/Troubleshooting,Advanced,3,TRUE,15.32,2,Actively_Encouraged,5,3.296,94.29,Low
15381,115381,Medical,Senior,3.859,6.56,Ideation,Intermediate,2,TRUE,7.74,3,Strict_Ban,7,4,64.43,High
15382,115382,Humanities,Senior,3.011,0.84,Ideation,Intermediate,4,FALSE,12.66,2,Allowed_With_Citation,4,3.19,71.18,Low
15383,115383,STEM,Graduate,2.825,15.13,Debugging/Troubleshooting,Beginner,3,TRUE,14.46,6,Allowed_With_Citation,7,3.161,85.49,High
15384,115384,Arts,Junior,2.738,0.66,Direct_Answer_Generation,Beginner,3,FALSE,15.42,2,Allowed_With_Citation,8,2.788,54.47,Low
15385,115385,Medical,Sophomore,3.787,2.67,Direct_Answer_Generation,Beginner,3,FALSE,6.63,4,Allowed_With_Citation,7,3.62,86.85,Low
15386,115386,Business,Freshman,3.111,1.32,Ideation,Advanced,5,FALSE,14.9,1,Actively_Encouraged,3,3.329,96.61,Low
15387,115387,STEM,Junior,2.458,16.54,Debugging/Troubleshooting,Beginner,2,TRUE,16.67,4,Allowed_With_Citation,7,2.9,59.39,High
15388,115388,STEM,Senior,1.992,14.37,Copywriting/Drafting,Advanced,4,TRUE,9.54,4,Allowed_With_Citation,6,2.191,79.15,Medium
15389,115389,Humanities,Sophomore,3.68,2.72,Copywriting/Drafting,Intermediate,5,FALSE,9.67,5,Actively_Encouraged,3,3.707,76.25,Low
15390,115390,Medical,Freshman,3.846,16.87,Summarizing_Reading,Intermediate,2,TRUE,3.8,5,Allowed_With_Citation,8,3.926,85.27,High
15391,115391,STEM,Graduate,3.09,16.88,Ideation,Intermediate,4,TRUE,7.14,6,Actively_Encouraged,6,3.413,100,Medium
15392,115392,Arts,Sophomore,2.198,7.73,Direct_Answer_Generation,Intermediate,3,TRUE,17.33,3,Strict_Ban,4,2.684,56.55,Low
15393,115393,STEM,Freshman,3.158,2.29,Summarizing_Reading,Intermediate,1,FALSE,19.25,3,Strict_Ban,3,3.767,95.51,Low
15394,115394,Arts,Freshman,2.885,1.15,Summarizing_Reading,Intermediate,1,TRUE,19.88,1,Allowed_With_Citation,3,2.983,83.14,High
15395,115395,Medical,Graduate,3.392,2.72,Summarizing_Reading,Intermediate,1,FALSE,9.11,4,Allowed_With_Citation,6,3.349,91.61,Medium
15396,115396,Humanities,Senior,2.43,8.1,Ideation,Intermediate,3,FALSE,13.15,5,Allowed_With_Citation,2,2.63,67.97,Medium
15397,115397,Humanities,Junior,1.558,3.01,Copywriting/Drafting,Advanced,3,FALSE,8.88,1,Actively_Encouraged,7,1.643,88.15,Medium
15398,115398,Arts,Junior,3.733,4.12,Summarizing_Reading,Advanced,3,TRUE,22.06,5,Actively_Encouraged,2,4,65.4,Low
15399,115399,Business,Graduate,3.069,3.43,Direct_Answer_Generation,Beginner,3,FALSE,5.79,5,Actively_Encouraged,4,2.962,84.58,Low
15400,115400,Business,Sophomore,3.139,1.35,Copywriting/Drafting,Beginner,2,FALSE,14.24,2,Allowed_With_Citation,1,3.285,86.89,Medium
15401,115401,Business,Sophomore,3.869,1.25,Summarizing_Reading,Beginner,2,FALSE,18.9,1,Allowed_With_Citation,4,4,75.77,Low
15402,115402,STEM,Freshman,3.116,9.28,Debugging/Troubleshooting,Advanced,3,FALSE,14.67,4,Allowed_With_Citation,2,3.325,100,Low
15403,115403,Arts,Sophomore,3.442,1.87,Ideation,Advanced,3,FALSE,7.74,1,Strict_Ban,1,3.683,100,Medium
15404,115404,STEM,Sophomore,3.893,3.38,Debugging/Troubleshooting,Beginner,1,FALSE,21.82,5,Actively_Encouraged,4,3.938,71.55,Low
15405,115405,Medical,Graduate,2.889,2.59,Summarizing_Reading,Beginner,2,FALSE,19.08,1,Actively_Encouraged,3,3.056,65.32,Low
15406,115406,STEM,Sophomore,3.171,10.76,Summarizing_Reading,Intermediate,3,FALSE,5.97,2,Strict_Ban,3,3.099,86.97,High
15407,115407,Business,Senior,3.042,18.66,Ideation,Beginner,1,TRUE,17.07,6,Actively_Encouraged,6,3.667,96.27,High
15408,115408,STEM,Senior,3.448,18.65,Copywriting/Drafting,Intermediate,2,TRUE,11.58,6,Allowed_With_Citation,4,3.675,91.66,Medium
15409,115409,Humanities,Freshman,3.852,3.46,Copywriting/Drafting,Beginner,3,TRUE,13.13,2,Actively_Encouraged,7,4,58.21,Low
15410,115410,Humanities,Graduate,3.353,2.78,Ideation,Beginner,1,FALSE,11.26,3,Actively_Encouraged,4,3.55,65.85,Low
15411,115411,Business,Junior,3.297,0.76,Debugging/Troubleshooting,Intermediate,3,TRUE,6.05,3,Actively_Encouraged,4,3.317,72.63,Low
15412,115412,Business,Junior,1.838,22.87,Copywriting/Drafting,Beginner,1,TRUE,11.08,7,Allowed_With_Citation,3,2.127,77.55,High
15413,115413,Medical,Freshman,3.207,2.09,Summarizing_Reading,Advanced,5,TRUE,9.52,1,Allowed_With_Citation,4,3.435,85.66,Low
15414,115414,Humanities,Senior,3.533,1.77,Debugging/Troubleshooting,Intermediate,3,FALSE,16.66,3,Allowed_With_Citation,1,3.967,82.33,Low
15415,115415,Business,Freshman,3.858,5.94,Ideation,Intermediate,2,TRUE,6.81,1,Actively_Encouraged,2,3.894,65.82,Medium
15416,115416,Arts,Freshman,3.188,1.11,Copywriting/Drafting,Intermediate,4,FALSE,17.01,4,Actively_Encouraged,6,2.947,81.92,Low
15417,115417,STEM,Freshman,2.944,1.06,Debugging/Troubleshooting,Intermediate,5,FALSE,9.21,2,Allowed_With_Citation,2,2.669,96.97,Low
15418,115418,Humanities,Sophomore,3.073,3.75,Direct_Answer_Generation,Beginner,3,FALSE,16.89,4,Allowed_With_Citation,7,3.181,52.9,Medium
15419,115419,Humanities,Senior,2.73,2.95,Copywriting/Drafting,Advanced,3,FALSE,9.28,3,Actively_Encouraged,7,2.92,72.31,Low
15420,115420,Humanities,Senior,2.157,6.29,Copywriting/Drafting,Advanced,4,FALSE,12.46,2,Allowed_With_Citation,1,2.355,66.95,Medium
15421,115421,Humanities,Freshman,2.61,23.02,Ideation,Beginner,3,FALSE,4.34,3,Actively_Encouraged,7,2.495,51.64,High
15422,115422,Business,Senior,2.963,5.89,Ideation,Beginner,1,FALSE,4.65,6,Actively_Encouraged,3,3.179,78.83,Medium
15423,115423,STEM,Junior,3.696,9.92,Direct_Answer_Generation,Beginner,1,FALSE,10.93,5,Allowed_With_Citation,6,3.683,71.26,Low
15424,115424,Business,Freshman,3.385,1.82,Summarizing_Reading,Intermediate,1,FALSE,17.12,3,Strict_Ban,4,3.546,75.06,Low
15425,115425,Medical,Sophomore,3.302,2.86,Ideation,Beginner,1,FALSE,13.86,2,Strict_Ban,3,3.44,59.8,Medium
15426,115426,Business,Senior,2.567,40,Copywriting/Drafting,Intermediate,3,TRUE,1,7,Actively_Encouraged,5,2.901,67.04,High
15427,115427,Business,Senior,3.134,8.09,Ideation,Advanced,4,TRUE,11.52,5,Allowed_With_Citation,1,3.524,99.09,Medium
15428,115428,STEM,Freshman,3.941,5.18,Debugging/Troubleshooting,Intermediate,4,FALSE,16.56,3,Strict_Ban,2,4,88.48,Low
15429,115429,Arts,Freshman,2.658,15.57,Ideation,Intermediate,2,TRUE,6.54,6,Strict_Ban,4,2.904,82.46,High
15430,115430,STEM,Sophomore,2.826,11.74,Debugging/Troubleshooting,Advanced,3,TRUE,17.48,5,Allowed_With_Citation,6,3.528,93.69,Medium
15431,115431,Business,Senior,3.495,0.87,Ideation,Intermediate,3,TRUE,6.24,3,Actively_Encouraged,2,3.44,82.65,Low
15432,115432,Medical,Graduate,3.67,25.97,Direct_Answer_Generation,Intermediate,1,TRUE,10.96,6,Actively_Encouraged,6,3.284,47.09,High
15433,115433,Business,Junior,3.171,10,Ideation,Advanced,4,FALSE,8.88,5,Allowed_With_Citation,5,3.371,73.83,High
15434,115434,Business,Freshman,2.712,4.18,Summarizing_Reading,Intermediate,1,TRUE,20.35,4,Strict_Ban,5,3.058,60.29,High
15435,115435,Humanities,Junior,3.41,1.31,Debugging/Troubleshooting,Intermediate,2,FALSE,11.45,2,Allowed_With_Citation,6,3.597,88.25,Medium
15436,115436,STEM,Graduate,3.259,8.98,Ideation,Beginner,2,TRUE,24.42,2,Strict_Ban,3,3.64,73.65,Medium
15437,115437,Arts,Graduate,3.586,6.68,Ideation,Advanced,5,TRUE,10.49,1,Strict_Ban,2,4,70.5,Low
15438,115438,STEM,Graduate,3.632,2.14,Debugging/Troubleshooting,Beginner,2,FALSE,15.28,3,Allowed_With_Citation,5,4,49.08,High
15439,115439,Business,Senior,3.984,19.4,Summarizing_Reading,Intermediate,2,TRUE,5.83,5,Allowed_With_Citation,1,4,77.25,Medium
15440,115440,STEM,Junior,3.334,8.36,Copywriting/Drafting,Advanced,5,FALSE,8.54,4,Actively_Encouraged,4,3.48,84.73,Low
15441,115441,Arts,Graduate,2.312,13.78,Debugging/Troubleshooting,Advanced,3,TRUE,17.66,6,Allowed_With_Citation,3,3.098,100,High
15442,115442,STEM,Graduate,3.816,16.43,Debugging/Troubleshooting,Intermediate,2,FALSE,13.55,5,Strict_Ban,8,4,89.1,High
15443,115443,Business,Freshman,3.269,11.58,Ideation,Advanced,5,TRUE,12.76,1,Actively_Encouraged,2,3.388,84.65,Low
15444,115444,Business,Senior,3.322,11.38,Ideation,Intermediate,2,TRUE,8.45,1,Allowed_With_Citation,2,3.63,77.97,Low
15445,115445,Humanities,Graduate,3.445,7.36,Debugging/Troubleshooting,Advanced,5,FALSE,1,1,Allowed_With_Citation,4,3.744,88.53,Medium
